p
"(:Idea {name: Administrative State, definition: A government heavily run through its bureaucratic institutions., category: Political Systems & Governance, slug: administrative-state})-[:EVOLVED_FROM {framework: Idea Evolution}]->(:Idea {name: Bureaucracy, definition: A system of administration marked by officialism and fixed rules., category: Political Systems & Governance, slug: bureaucracy})"
"(:Idea {name: Open List Proportional Representation, definition: An electoral system allowing voters to influence candidate order., category: Political Systems & Governance, slug: open-list-proportional-representation})-[:CONTRASTED_WITH {framework: Idea Evolution}]->(:Idea {name: Closed List System, definition: An electoral system where parties control the order of candidates elected., category: Political Systems & Governance, slug: closed-list-system})"
"(:Idea {name: Civic Virtue, definition: Moral standards expected of citizens in a republic., category: Political Systems & Governance, slug: civic-virtue})-[:ENABLES {framework: Legal Foundation}]->(:Idea {name: Civic Engagement, definition: Participation in the political and community activities of a society., category: Political Systems & Governance, slug: civic-engagement})"
"(:Idea {name: Administrative Reform, definition: Changes aimed at improving efficiency in public administration., category: Political Systems & Governance, slug: administrative-reform})-[:RESPONDS_TO {framework: Conflict and Resolution}]->(:Idea {name: Bureaucratic State, definition: A state characterized by a rigid and complex administrative system., category: Political Systems & Governance, slug: bureaucratic-state})"
"(:Idea {name: Civil Society, definition: Organizations and institutions that operate independently of the government., category: Political Systems & Governance, slug: civil-society})-[:SUPPORTS {framework: Institutional Codification}]->(:Idea {name: Civic Engagement, definition: Participation in the political and community activities of a society., category: Political Systems & Governance, slug: civic-engagement})"
"(:Idea {name: State of Emergency, definition: A condition allowing the government to take extraordinary actions., category: Political Systems & Governance, slug: state-of-emergency})-[:SUSPENDS {framework: Idea Evolution}]->(:Idea {name: Civil Liberties, definition: Fundamental rights and freedoms protected from government interference., category: Political Systems & Governance, slug: civil-liberties})"
"(:Idea {name: Multi-party System, definition: A system with multiple political parties competing for power., category: Political Systems & Governance, slug: multi-party-system})-[:REQUIRES {framework: Idea Evolution}]->(:Idea {name: Coalition Government, definition: A government formed by multiple political parties sharing power., category: Political Systems & Governance, slug: coalition-government})"
"(:Idea {name: Political Science, definition: The academic discipline studying governments, policies, and political behavior., category: Political Systems & Governance, slug: political-science})-[:INCLUDES {framework: Idea Evolution}]->(:Idea {name: Comparative Politics, definition: A subfield of political science that compares different political systems and institutions., category: Political Systems & Governance, slug: comparative-politics})"
"(:Idea {name: Voter Turnout, definition: The percentage of eligible voters who participate in an election., category: Political Systems & Governance, slug: voter-turnout})-[:INDICATES {framework: Idea Evolution}]->(:Idea {name: Civic Engagement, definition: Participation in the political and community activities of a society., category: Political Systems & Governance, slug: civic-engagement})"
"(:Idea {name: Ministerial System, definition: A structure where government departments are led by individual ministers., category: Political Systems & Governance, slug: ministerial-system})-[:STRUCTURES {framework: Idea Evolution}]->(:Idea {name: Cabinet, definition: A group of high-ranking government officials, typically heading executive departments., category: Political Systems & Governance, slug: cabinet})"
"(:Idea {name: Transparency Legislation, definition: Laws mandating open government processes and data., category: Political Systems & Governance, slug: transparency-legislation})-[:promotion {framework: Cultural Transmission}]->(:Idea {name: Campaign Ethics, definition: Standards and rules guiding the conduct of political campaigns., category: Political Systems & Governance, slug: campaign-ethics})"
"(:Idea {name: Authoritarianism, definition: Strong central power with limited political freedoms., category: Political Systems & Governance, slug: authoritarianism})-[:OPPOSES {framework: Conflict and Resolution}]->(:Idea {name: Civil Society, definition: Organizations and institutions that operate independently of the government., category: Political Systems & Governance, slug: civil-society})"
"(:Idea {name: Feudalism, definition: A medieval system based on land ownership and obligations., category: Political Systems & Governance, slug: feudalism})-[:GAVE_RISE_TO {framework: Idea Evolution}]->(:Idea {name: Class System, definition: A social hierarchy often reflected in or reinforced by political and economic structures., category: Political Systems & Governance, slug: class-system})"
"(:Idea {name: Political Spectrum, definition: A system for classifying different political positions across ideologies., category: Political Systems & Governance, slug: political-spectrum})-[:usage {framework: Idea Evolution}]->(:Idea {name: Classify Political Ideologies, definition: The act of organizing political beliefs into structured categories., category: Political Systems & Governance, slug: classify-political-ideologies})"
"(:Idea {name: Dark Money, definition: Political spending by undisclosed donors or sources., category: Political Systems & Governance, slug: dark-money})-[:conflict {framework: Conflict and Resolution}]->(:Idea {name: Campaign Ethics, definition: Standards and rules guiding the conduct of political campaigns., category: Political Systems & Governance, slug: campaign-ethics})"
"(:Idea {name: Martial Law, definition: Temporary rule by military authorities during emergencies or unrest., category: Political Systems & Governance, slug: martial-law})-[:SUSPENDS {framework: Idea Evolution}]->(:Idea {name: Civil Liberties, definition: Fundamental rights and freedoms protected from government interference., category: Political Systems & Governance, slug: civil-liberties})"
"(:Idea {name: Nonviolent Movements, definition: Organized efforts to achieve political or social change through peaceful means., category: Political Systems & Governance, slug: nonviolent-movements})-[:SUPPORTS {framework: Cultural Transmission}]->(:Idea {name: Civil Resistance, definition: Nonviolent opposition to authority, often for political change., category: Political Systems & Governance, slug: civil-resistance})"
"(:Idea {name: Civic Engagement, definition: Participation in the political and community activities of a society., category: Political Systems & Governance, slug: civic-engagement})-[:ENABLES {framework: Institutional Codification}]->(:Idea {name: Civil Resistance, definition: Nonviolent opposition to authority, often for political change., category: Political Systems & Governance, slug: civil-resistance})"
"(:Idea {name: Civil Disobedience, definition: Refusal to obey certain laws as a peaceful form of political protest., category: Political Systems & Governance, slug: civil-disobedience})-[:USED_IN {framework: Idea Evolution}]->(:Idea {name: Civil Resistance, definition: Nonviolent opposition to authority, often for political change., category: Political Systems & Governance, slug: civil-resistance})"
"(:Idea {name: Electoral Commission, definition: A body overseeing the conduct of elections., category: Political Systems & Governance, slug: electoral-commission})-[:GOVERNS {framework: Idea Evolution}]->(:Idea {name: Campaign Ethics, definition: Standards and rules guiding the conduct of political campaigns., category: Political Systems & Governance, slug: campaign-ethics})"
"(:Idea {name: Non-Governmental Organization, definition: An independent group that addresses social or political issues., category: Political Systems & Governance, slug: non-governmental-organization})-[:ADVOCATES_FOR {framework: Idea Evolution}]->(:Idea {name: Civil Rights, definition: Basic legal protections and freedoms granted to individuals in a democratic society., category: Political Systems & Governance, slug: civil-rights})"
"(:Idea {name: Pluralism, definition: A political system recognizing diverse interests and groups., category: Political Systems & Governance, slug: pluralism})-[:SUPPORTS {framework: Idea Evolution}]->(:Idea {name: Civil Society, definition: Organizations and institutions that operate independently of the government., category: Political Systems & Governance, slug: civil-society})"
"(:Idea {name: Ideological Divergence, definition: The existence of sharply contrasting beliefs or principles within a political system, party, or society., category: Political Systems & Governance, slug: ideological-divergence})-[:conflict {framework: Conflict and Resolution}]->(:Idea {name: Coalition Government, definition: A government formed by multiple political parties sharing power., category: Political Systems & Governance, slug: coalition-government})"
"(:Idea {name: Constitutional Checks, definition: Mechanisms to limit government power through law., category: Political Systems & Governance, slug: constitutional-checks})-[:REINFORCES {framework: Idea Evolution}]->(:Idea {name: Checks and Balances, definition: Mechanisms to prevent one branch of government from becoming too powerful., category: Political Systems & Governance, slug: checks-and-balances})"
"(:Idea {name: Constitution, definition: A foundational legal document outlining a government’s structure and principles., category: Political Systems & Governance, slug: constitution})-[:PROTECTS {framework: Idea Evolution}]->(:Idea {name: Civil Liberties, definition: Fundamental rights and freedoms protected from government interference., category: Political Systems & Governance, slug: civil-liberties})"
"(:Idea {name: Civil Liberties, definition: Fundamental rights and freedoms protected from government interference., category: Political Systems & Governance, slug: civil-liberties})-[:SUPPORTS {framework: Legal Foundation}]->(:Idea {name: Civil Disobedience, definition: Refusal to obey certain laws as a peaceful form of political protest., category: Political Systems & Governance, slug: civil-disobedience})"
"(:Idea {name: Rotating Presidency, definition: An arrangement where the presidency is shared or alternated among members., category: Political Systems & Governance, slug: rotating-presidency})-[:SHARED_AMONG {framework: Idea Evolution}]->(:Idea {name: Coalition Partners, definition: Political parties or actors that join together to form a governing coalition., category: Political Systems & Governance, slug: coalition-partners})"
"(:Idea {name: Political Patronage, definition: The practice of rewarding supporters with government positions., category: Political Systems & Governance, slug: political-patronage})-[:USED_IN {framework: Idea Evolution}]->(:Idea {name: Clientelist Systems, definition: Political arrangements where material goods or favors are exchanged for electoral support., category: Political Systems & Governance, slug: clientelist-systems})"
"(:Idea {name: Unicameralism, definition: A legislature composed of a single chamber., category: Political Systems & Governance, slug: unicameralism})-[:OPPOSES {framework: Conflict and Resolution}]->(:Idea {name: Checks and Balances, definition: Mechanisms to prevent one branch of government from becoming too powerful., category: Political Systems & Governance, slug: checks-and-balances})"
"(:Idea {name: Recall Vote, definition: A direct vote to remove an elected official before the end of term., category: Political Systems & Governance, slug: recall-vote})-[:PART_OF {framework: Idea Evolution}]->(:Idea {name: Civic Accountability, definition: The process of holding government officials and institutions responsible to the public., category: Political Systems & Governance, slug: civic-accountability})"
"(:Idea {name: Political Efficacy, definition: Belief that one’s political participation makes a difference., category: Political Systems & Governance, slug: political-efficacy})-[:MEASURES {framework: Idea Evolution}]->(:Idea {name: Citizen Confidence, definition: The trust citizens have in political institutions and leadership., category: Political Systems & Governance, slug: citizen-confidence})"
"(:Idea {name: Incumbent, definition: A person currently holding a political office., category: Political Systems & Governance, slug: incumbent})-[:COMPETES_WITH {framework: Idea Evolution}]->(:Idea {name: Challenger, definition: A political candidate who runs against an incumbent for public office., category: Political Systems & Governance, slug: challenger})"
"(:Idea {name: Proxy Voting, definition: Voting on behalf of another authorized individual., category: Political Systems & Governance, slug: proxy-voting})-[:USED_IN {framework: Idea Evolution}]->(:Idea {name: Absentee Voting, definition: A voting method that allows citizens to vote without being physically present at the polling station., category: Political Systems & Governance, slug: absentee-voting})"
"(:Idea {name: Divine Right, definition: The belief that a ruler’s authority is granted directly by a divine power, not by the people., category: Political Systems & Governance, slug: divine-right})-[:JUSTIFIES {framework: Legal Foundation}]->(:Idea {name: Absolute Monarchy, definition: A monarchy where the ruler holds supreme authority not restricted by laws or legislature., category: Political Systems & Governance, slug: absolute-monarchy})"
"(:Idea {name: Liberal Democracy, definition: A representative democracy with protections for individual freedoms., category: Political Systems & Governance, slug: liberal-democracy})-[:OPPOSES {framework: Conflict and Resolution}]->(:Idea {name: Absolute Monarchy, definition: A monarchy where the ruler holds supreme authority not restricted by laws or legislature., category: Political Systems & Governance, slug: absolute-monarchy})"
"(:Idea {name: Constitutional Monarchy with Parliament, definition: A monarchy with legislative powers held by an elected body., category: Political Systems & Governance, slug: constitutional-monarchy-with-parliament})-[:EVOLVED_FROM {framework: Idea Evolution}]->(:Idea {name: Absolute Monarchy, definition: A monarchy where the ruler holds supreme authority not restricted by laws or legislature., category: Political Systems & Governance, slug: absolute-monarchy})"
"(:Idea {name: Political Efficacy, definition: Belief that one’s political participation makes a difference., category: Political Systems & Governance, slug: political-efficacy})-[:INFLUENCES {framework: Idea Evolution}]->(:Idea {name: Civic Engagement, definition: Participation in the political and community activities of a society., category: Political Systems & Governance, slug: civic-engagement})"
"(:Idea {name: State Audit, definition: Review of government financial activities to ensure legal compliance., category: Political Systems & Governance, slug: state-audit})-[:strengthening {framework: Idea Evolution}]->(:Idea {name: Accountability, definition: The obligation of political actors to answer for their actions and decisions to the public and institutions., category: Political Systems & Governance, slug: accountability})"
"(:Idea {name: Governance Index, definition: A measure used to evaluate the effectiveness of governance., category: Political Systems & Governance, slug: governance-index})-[:MEASURES {framework: Idea Evolution}]->(:Idea {name: Accountability and Effectiveness, definition: Measures of how well governments perform and respond to public needs while being held responsible., category: Political Systems & Governance, slug: accountability-and-effectiveness})"
"(:Idea {name: Red Tape, definition: Excessive bureaucracy or adherence to official rules., category: Political Systems & Governance, slug: red-tape})-[:HINDERS {framework: Idea Evolution}]->(:Idea {name: Administrative Efficiency, definition: The ability of bureaucracies and institutions to function with minimal waste and high productivity., category: Political Systems & Governance, slug: administrative-efficiency})"
"(:Idea {name: Bureaucracy, definition: A system of administration marked by officialism and fixed rules., category: Political Systems & Governance, slug: bureaucracy})-[:ENABLES {framework: Institutional Codification}]->(:Idea {name: Administrative Law, definition: Legal rules governing the actions of government agencies., category: Political Systems & Governance, slug: administrative-law})"
"(:Idea {name: Populism, definition: Political ideas aiming to represent the common people., category: Political Systems & Governance, slug: populism})-[:conflict {framework: Conflict and Resolution}]->(:Idea {name: Administrative State, definition: A government heavily run through its bureaucratic institutions., category: Political Systems & Governance, slug: administrative-state})"
"(:Idea {name: Shadow Government, definition: A group of opposition leaders prepared to take office if elected., category: Political Systems & Governance, slug: shadow-government})-[:PROVIDES {framework: Idea Evolution}]->(:Idea {name: Alternative Policies, definition: Policy proposals or solutions offered by political actors outside of the current administration., category: Political Systems & Governance, slug: alternative-policies})"
"(:Idea {name: Constitution, definition: A foundational legal document outlining a government’s structure and principles., category: Political Systems & Governance, slug: constitution})-[:SUPPORTS {framework: Legal Foundation}]->(:Idea {name: Amendment, definition: A formal change or addition proposed or made to a constitution or law., category: Political Systems & Governance, slug: amendment})"
"(:Idea {name: State Socialism, definition: A system in which the state owns or controls key industries and redistributes wealth., category: Political Systems & Governance, slug: state-socialism})-[:conflict {framework: Conflict and Resolution}]->(:Idea {name: Anarcho-Communism, definition: A stateless society based on voluntary cooperation and shared ownership., category: Political Systems & Governance, slug: anarcho-communism})"
"(:Idea {name: Libertarianism, definition: An ideology emphasizing individual freedom and limited government., category: Political Systems & Governance, slug: libertarianism})-[:INSPIRES {framework: Idea Evolution}]->(:Idea {name: Anarcho-Communism, definition: A stateless society based on voluntary cooperation and shared ownership., category: Political Systems & Governance, slug: anarcho-communism})"
"(:Idea {name: Transparency International, definition: A global NGO fighting corruption and promoting accountability., category: Political Systems & Governance, slug: transparency-international})-[:promotion {framework: Idea Evolution}]->(:Idea {name: Anti-Corruption, definition: Efforts and measures aimed at preventing, detecting, and punishing corruption in governance., category: Political Systems & Governance, slug: anti-corruption})"
"(:Idea {name: Public Opinion Polls, definition: Surveys measuring citizens’ views on political topics., category: Political Systems & Governance, slug: public-opinion-polls})-[:STRUCTURES {framework: Institutional Codification}]->(:Idea {name: Approval Rating, definition: A measure of public support for a political figure., category: Political Systems & Governance, slug: approval-rating})"
"(:Idea {name: Libertarianism, definition: An ideology emphasizing individual freedom and limited government., category: Political Systems & Governance, slug: libertarianism})-[:CRITICIZES {framework: Idea Evolution}]->(:Idea {name: Compulsory Voting, definition: Legal requirement for eligible citizens to vote., category: Political Systems & Governance, slug: compulsory-voting})"
"(:Idea {name: Media Coverage, definition: The reporting and dissemination of news and events through various media outlets., category: Political Systems & Governance, slug: media-coverage})-[:INFLUENCES {framework: Cultural Transmission}]->(:Idea {name: Approval Rating, definition: A measure of public support for a political figure., category: Political Systems & Governance, slug: approval-rating})"
"(:Idea {name: Meritocracy, definition: A system in which advancement is based on individual ability or achievement rather than social class or connections., category: Political Systems & Governance, slug: meritocracy})-[:conflict {framework: Conflict and Resolution}]->(:Idea {name: Aristocracy, definition: A form of government in which power is held by the nobility., category: Political Systems & Governance, slug: aristocracy})"
"(:Idea {name: Ballot Initiative, definition: A process that allows citizens to propose legislation by petition., category: Political Systems & Governance, slug: ballot-initiative})-[:empowerment {framework: Idea Evolution}]->(:Idea {name: Citizen Participation, definition: Involvement of individuals in political processes such as voting, protests, or policymaking., category: Political Systems & Governance, slug: citizen-participation})"
"(:Idea {name: Legal Principles, definition: Foundational ideas and values that guide the creation, interpretation, and application of laws., category: Legal & Ethical Systems, slug: legal-principles})-[:STRUCTURES {framework: Idea Evolution}]->(:Idea {name: Civil Code, definition: A comprehensive set of laws governing private rights and matters., category: Political Systems & Governance, slug: civil-code})"
"(:Idea {name: Ethics Committee, definition: A body that investigates ethical violations in government., category: Political Systems & Governance, slug: ethics-committee})-[:ENFORCES {framework: Idea Evolution}]->(:Idea {name: Campaign Ethics, definition: Standards and rules guiding the conduct of political campaigns., category: Political Systems & Governance, slug: campaign-ethics})"
"(:Idea {name: Liberal Democracy, definition: A representative democracy with protections for individual freedoms., category: Political Systems & Governance, slug: liberal-democracy})-[:OPPOSES {framework: Conflict and Resolution}]->(:Idea {name: Authoritarian Capitalism, definition: An economic system combining a free market with authoritarian governance., category: Political Systems & Governance, slug: authoritarian-capitalism})"
"(:Idea {name: Anarcho-Communism, definition: A stateless society based on voluntary cooperation and shared ownership., category: Political Systems & Governance, slug: anarcho-communism})-[:RESPONDS_TO {framework: Conflict and Resolution}]->(:Idea {name: Authoritarian Communism, definition: A political system combining centralized control with Marxist-Leninist ideology., category: Political Systems & Governance, slug: authoritarian-communism})"
"(:Idea {name: Power Centralization, definition: The concentration of political authority in a central government., category: Political Systems & Governance, slug: power-centralization})-[:USED_IN {framework: Idea Evolution}]->(:Idea {name: Authoritarian Systems, definition: Governments characterized by strong central power and limited political freedoms., category: Political Systems & Governance, slug: authoritarian-systems})"
"(:Idea {name: Legalism, definition: A philosophy advocating strict adherence to law as the basis of governance., category: Political Systems & Governance, slug: legalism})-[:IMPLEMENTED_IN {framework: Idea Evolution}]->(:Idea {name: Authoritarian Systems, definition: Governments characterized by strong central power and limited political freedoms., category: Political Systems & Governance, slug: authoritarian-systems})"
"(:Idea {name: Hybrid Regime, definition: A government combining democratic and authoritarian elements., category: Political Systems & Governance, slug: hybrid-regime})-[:COMPOUND_SPLIT_FROM:Authoritarianism and Democracy {framework: Idea Evolution}]->(:Idea {name: Authoritarianism, definition: Strong central power with limited political freedoms., category: Political Systems & Governance, slug: authoritarianism})"
"(:Idea {name: Civil Resistance, definition: Nonviolent opposition to authority, often for political change., category: Political Systems & Governance, slug: civil-resistance})-[:OPPOSES {framework: Idea Evolution}]->(:Idea {name: Authoritarianism, definition: Strong central power with limited political freedoms., category: Political Systems & Governance, slug: authoritarianism})"
"(:Idea {name: Theocracy, definition: A government system ruled by religious leaders or divine guidance., category: Political Systems & Governance, slug: theocracy})-[:ENABLES {framework: Idea Evolution}]->(:Idea {name: Authoritarianism, definition: Strong central power with limited political freedoms., category: Political Systems & Governance, slug: authoritarianism})"
"(:Idea {name: Technocracy, definition: Government by technical experts., category: Political Systems & Governance, slug: technocracy})-[:SHARES_FEATURES_WITH {framework: Classification}]->(:Idea {name: Authoritarianism, definition: Strong central power with limited political freedoms., category: Political Systems & Governance, slug: authoritarianism})"
"(:Idea {name: Power Sharing, definition: A political arrangement in which different groups share authority., category: Political Systems & Governance, slug: power-sharing})-[:DISTRIBUTES {framework: Idea Evolution}]->(:Idea {name: Authority Among Groups, definition: The distribution of political power across various groups in a governance system., category: Political Systems & Governance, slug: authority-among-groups})"
"(:Idea {name: Power Centralization, definition: The concentration of political authority in a central government., category: Political Systems & Governance, slug: power-centralization})-[:CONCENTRATES {framework: Idea Evolution}]->(:Idea {name: Authority in Central Government, definition: The concentration of decision-making and power at the national level., category: Political Systems & Governance, slug: authority-in-central-government})"
"(:Idea {name: Tyranny, definition: Oppressive rule by a single, often cruel, authority., category: Political Systems & Governance, slug: tyranny})-[:IS_A {framework: Classification}]->(:Idea {name: Autocracy, definition: A system of government by one person with absolute power., category: Political Systems & Governance, slug: autocracy})"
"(:Idea {name: Devolution, definition: The transfer of powers from a central government to regional or local governments., category: Political Systems & Governance, slug: devolution})-[:ENABLES {framework: Institutional Codification}]->(:Idea {name: Autonomous Region, definition: A region with a degree of self-governance separate from the central authority., category: Political Systems & Governance, slug: autonomous-region})"
"(:Idea {name: Ethnic or Cultural Identity, definition: The shared sense of belonging to a group based on ethnicity, heritage, or traditions., category: Political Systems & Governance, slug: ethnic-or-cultural-identity})-[:ENABLES {framework: Institutional Codification}]->(:Idea {name: Autonomous Region, definition: A region with a degree of self-governance separate from the central authority., category: Political Systems & Governance, slug: autonomous-region})"
"(:Idea {name: Electoral Law, definition: The body of law regulating the conduct of elections, voting, and political campaigning., category: Political Systems & Governance, slug: electoral-law})-[:REGULATES {framework: Institutional Codification}]->(:Idea {name: Campaign Finance, definition: Funds raised and spent to influence political campaigns., category: Political Systems & Governance, slug: campaign-finance})"
"(:Idea {name: Voter Suppression, definition: Strategies used to prevent or discourage certain groups from voting., category: Political Systems & Governance, slug: voter-suppression})-[:conflict {framework: Conflict and Resolution}]->(:Idea {name: Ballot Access, definition: Rules governing who can appear on election ballots., category: Political Systems & Governance, slug: ballot-access})"
"(:Idea {name: Codification of Laws, definition: The process of organizing and systematizing legal rules into a formal code., category: Political Systems & Governance, slug: codification-of-laws})-[:ENABLES {framework: Legal Foundation}]->(:Idea {name: Civil Code, definition: A comprehensive set of laws governing private rights and matters., category: Political Systems & Governance, slug: civil-code})"
"(:Idea {name: Public Opinion Polls, definition: Surveys measuring citizens’ views on political topics., category: Political Systems & Governance, slug: public-opinion-polls})-[:MEASURES {framework: Idea Evolution}]->(:Idea {name: Citizen Preferences, definition: The opinions and policy desires expressed by the public through surveys or voting., category: Political Systems & Governance, slug: citizen-preferences})"
"(:Idea {name: Voting Rights, definition: Legal rights protecting individuals' ability to participate in elections., category: Political Systems & Governance, slug: voting-rights})-[:ENABLES {framework: Legal Foundation}]->(:Idea {name: Ballot Access, definition: Rules governing who can appear on election ballots., category: Political Systems & Governance, slug: ballot-access})"
"(:Idea {name: Dark Money, definition: Political spending by undisclosed donors or sources., category: Political Systems & Governance, slug: dark-money})-[:INFLUENCES {framework: Institutional Codification}]->(:Idea {name: Campaign Finance, definition: Funds raised and spent to influence political campaigns., category: Political Systems & Governance, slug: campaign-finance})"
"(:Idea {name: Electoral Commission, definition: A body overseeing the conduct of elections., category: Political Systems & Governance, slug: electoral-commission})-[:REGULATES {framework: Idea Evolution}]->(:Idea {name: Campaign Finance, definition: Funds raised and spent to influence political campaigns., category: Political Systems & Governance, slug: campaign-finance})"
"(:Idea {name: Super PAC, definition: An independent political action committee that can raise unlimited funds., category: Political Systems & Governance, slug: super-pac})-[:OPERATES_UNDER {framework: Idea Evolution}]->(:Idea {name: Campaign Finance Laws, definition: Regulations governing the funding and expenditures of political campaigns., category: Political Systems & Governance, slug: campaign-finance-laws})"
"(:Idea {name: Public Opinion Polls, definition: Surveys measuring citizens’ views on political topics., category: Political Systems & Governance, slug: public-opinion-polls})-[:INFLUENCES {framework: Idea Evolution}]->(:Idea {name: Campaign Strategy, definition: A plan to influence voters and win an election., category: Political Systems & Governance, slug: campaign-strategy})"
"(:Idea {name: Polling Data, definition: Information collected from surveys that measure public opinion or voter intentions., category: Political Campaigns, slug: polling-data})-[:GUIDES {framework: Idea Evolution}]->(:Idea {name: Campaign Strategy, definition: A plan to influence voters and win an election., category: Political Systems & Governance, slug: campaign-strategy})"
"(:Idea {name: Campaign Finance, definition: Funds raised and spent to influence political campaigns., category: Political Systems & Governance, slug: campaign-finance})-[:INFLUENCES {framework: Idea Evolution}]->(:Idea {name: Campaign Strategy, definition: A plan to influence voters and win an election., category: Political Systems & Governance, slug: campaign-strategy})"
"(:Idea {name: Media Coverage, definition: The reporting and dissemination of news and events through various media outlets., category: Political Systems & Governance, slug: media-coverage})-[:INFLUENCES {framework: Cultural Transmission}]->(:Idea {name: Campaign Trail, definition: The route and events followed by a candidate during election season., category: Political Systems & Governance, slug: campaign-trail})"
"(:Idea {name: Campaign Strategy, definition: A plan to influence voters and win an election., category: Political Systems & Governance, slug: campaign-strategy})-[:INFLUENCES {framework: Idea Evolution}]->(:Idea {name: Campaign Trail, definition: The route and events followed by a candidate during election season., category: Political Systems & Governance, slug: campaign-trail})"
"(:Idea {name: Communism, definition: A classless system where property is owned communally., category: Political Systems & Governance, slug: communism})-[:OPPOSES {framework: Conflict and Resolution}]->(:Idea {name: Capitalism, definition: An economic system based on private ownership and free markets., category: Political Systems & Governance, slug: capitalism})"
"(:Idea {name: Socialism, definition: A political theory advocating state or collective ownership of production., category: Political Systems & Governance, slug: socialism})-[:CONTRASTED_WITH {framework: Idea Evolution}]->(:Idea {name: Capitalism, definition: An economic system based on private ownership and free markets., category: Political Systems & Governance, slug: capitalism})"
"(:Idea {name: Syndicalism, definition: A movement advocating worker control of industry through trade unions., category: Political Systems & Governance, slug: syndicalism})-[:OPPOSES {framework: Conflict and Resolution}]->(:Idea {name: Capitalist Ownership, definition: The private control of property and production for profit within a capitalist economy., category: Political Systems & Governance, slug: capitalist-ownership})"
